,89_LibMF
ACC,1.0
AUC,0.5
Fscore,0.00024342051892371294
HR@10,0.0
HR@2,0.0
HR@5,0.0
Lin's AUC,0.09450723218877068
NDCGk,0.1773132460734375
global AUC,0.9000137378038826
global NDCG,0.287350806089077
prediction time (sec),0.05568981170654297
training time (sec),99.04350209236145
